codice_scuola|tipo_assenza|scuola|regionale|nazione
"MOIC824005"|"Maternità"|14|8|6
"MOIC824005"|"malattia"|8|7|8
"MOIC825001"|"Altri"|3|4|4
"MOIC825001"|"Maternità"|15|8|6
"MOIC825001"|"malattia"|10|7|8
"MOIC82600R"|"Altri"|5|4|4
"MOIC82600R"|"Maternità"|9|8|6
"MOIC82600R"|"malattia"|8|7|8
"MOIS00100L"|"Altri"|2|4|4
"MOIS00100L"|"Maternità"|7|8|6
"MOIS00100L"|"malattia"|9|7|8
"MOIS00200C"|"Altri"|8|4|4
"MOIS00200C"|"Maternità"|4|8|6
"MOIS00200C"|"malattia"|4|7|8
"MOIS003008"|"Altri"|5|4|4
"MOIS003008"|"Maternità"|6|8|6
"MOIS003008"|"malattia"|9|7|8
"MOIS004004"|"Altri"|4|4|4
"MOIS004004"|"Maternità"|12|8|6
"MOIS004004"|"malattia"|5|7|8
"MOIS00600Q"|"Altri"|2|4|4
"MOIS00600Q"|"Maternità"|3|8|6
"MOIS00600Q"|"malattia"|7|7|8
"MOIS00700G"|"Altri"|4|4|4
"MOIS00700G"|"Maternità"|0|8|6
"MOIS00700G"|"malattia"|7|7|8
"MOIS00800B"|"Altri"|3|4|4
"MOIS00800B"|"Maternità"|11|8|6
"MOIS00800B"|"malattia"|5|7|8
"MOIS009007"|"Altri"|2|4|4
"MOIS009007"|"Maternità"|7|8|6
"MOIS009007"|"malattia"|10|7|8
"MOIS011007"|"Altri"|8|4|4
"MOIS011007"|"Maternità"|3|8|6
"MOIS011007"|"malattia"|8|7|8
"MOIS012003"|"Altri"|2|4|4
"MOIS012003"|"Maternità"|5|8|6
"MOIS012003"|"malattia"|6|7|8
"MOIS01300V"|"Altri"|2|4|4
"MOIS01300V"|"Maternità"|0|8|6
"MOIS01300V"|"malattia"|6|7|8
"MOMM003005"|"Altri"|2|4|4
"MOMM003005"|"Maternità"|5|8|6
"MOMM003005"|"malattia"|5|7|8
"MOMM004001"|"Altri"|2|4|4
"MOMM004001"|"Maternità"|12|8|6
"MOMM004001"|"malattia"|6|7|8
"MOMM00500R"|"Altri"|10|4|4
"MOMM00500R"|"Maternità"|3|8|6
"MOMM00500R"|"malattia"|6|7|8
"MOMM01200X"|"Altri"|2|4|4
"MOMM01200X"|"Maternità"|5|8|6
"MOMM01200X"|"malattia"|5|7|8
"MOMM02100P"|"Altri"|1|4|4
"MOMM02100P"|"Maternità"|9|8|6
"MOMM02100P"|"malattia"|10|7|8
"MOMM053006"|"Altri"|1|4|4
"MOMM053006"|"Maternità"|7|8|6
"MOMM053006"|"malattia"|5|7|8
"MOMM062001"|"Altri"|1|4|4
"MOMM062001"|"Maternità"|5|8|6
"MOMM062001"|"malattia"|8|7|8
"MOMM066008"|"Altri"|2|4|4
"MOMM066008"|"Maternità"|5|8|6
"MOMM066008"|"malattia"|4|7|8
"MOMM06800X"|"Altri"|3|4|4
"MOMM06800X"|"Maternità"|6|8|6
"MOMM06800X"|"malattia"|6|7|8
"MOMM08100A"|"Altri"|2|4|4
"MOMM08100A"|"Maternità"|3|8|6
"MOMM08100A"|"malattia"|8|7|8
"MOMM10600D"|"Altri"|5|4|4
"MOMM10600D"|"Maternità"|8|8|6
"MOMM10600D"|"malattia"|8|7|8
"MOMM123007"|"Altri"|1|4|4
"MOMM123007"|"Maternità"|14|8|6
"MOMM123007"|"malattia"|4|7|8
"MOMM14900B"|"Altri"|8|4|4
"MOMM14900B"|"Maternità"|3|8|6
"MOMM14900B"|"malattia"|6|7|8
"MOMM15100B"|"Altri"|2|4|4
"MOMM15100B"|"Maternità"|3|8|6
"MOMM15100B"|"malattia"|4|7|8
"MOMM152007"|"Altri"|10|4|4
"MOMM152007"|"Maternità"|10|8|6
"MOMM152007"|"malattia"|6|7|8
"MOMM16300N"|"Altri"|9|4|4
"MOMM16300N"|"Maternità"|11|8|6
"MOMM16300N"|"malattia"|7|7|8
"MOPC020008"|"Altri"|15|4|4
"MOPC020008"|"Maternità"|5|8|6
"MOPC020008"|"malattia"|4|7|8
"MOPC03000V"|"Altri"|12|4|4
"MOPC03000V"|"Maternità"|2|8|6
"MOPC03000V"|"malattia"|2|7|8
"MOPM01000T"|"Altri"|2|4|4
"MOPM01000T"|"Maternità"|7|8|6
"MOPM01000T"|"malattia"|9|7|8
"MOPS02000B"|"Altri"|2|4|4
"MOPS02000B"|"Maternità"|2|8|6
"MOPS02000B"|"malattia"|5|7|8
"MOPS030002"|"Altri"|2|4|4
"MOPS030002"|"Maternità"|10|8|6
"MOPS030002"|"malattia"|5|7|8
"MOPS04000L"|"Altri"|2|4|4
"MOPS04000L"|"Maternità"|3|8|6
"MOPS04000L"|"malattia"|9|7|8
"MOPS050007"|"Altri"|1|4|4
"MOPS050007"|"Maternità"|0|8|6
"MOPS050007"|"malattia"|4|7|8
"MORC02000X"|"Altri"|5|4|4
"MORC02000X"|"Maternità"|13|8|6
"MORC02000X"|"malattia"|9|7|8
"MORI010002"|"Altri"|3|4|4
"MORI010002"|"Maternità"|8|8|6
"MORI010002"|"malattia"|7|7|8
"MORI02000L"|"Altri"|13|4|4
"MORI02000L"|"Maternità"|7|8|6
"MORI02000L"|"malattia"|5|7|8
"MORI030007"|"Altri"|2|4|4
"MORI030007"|"Maternità"|4|8|6
"MORI030007"|"malattia"|8|7|8
"MORI04000T"|"Altri"|3|4|4
"MORI04000T"|"Maternità"|5|8|6
"MORI04000T"|"malattia"|10|7|8
"MOSD010007"|"Altri"|3|4|4
"MOSD010007"|"Maternità"|2|8|6
"MOSD010007"|"malattia"|5|7|8
"MOTD01000L"|"Altri"|5|4|4
"MOTD01000L"|"Maternità"|7|8|6
"MOTD01000L"|"malattia"|6|7|8
"MOTD03000T"|"Altri"|4|4|4
"MOTD03000T"|"Maternità"|6|8|6
"MOTD03000T"|"malattia"|9|7|8
"MOTE010004"|"Altri"|12|4|4
"MOTE010004"|"Maternità"|3|8|6
"MOTE010004"|"malattia"|6|7|8
"MOTF01000V"|"Altri"|5|4|4
"MOTF01000V"|"Maternità"|2|8|6
"MOTF01000V"|"malattia"|4|7|8
"MOTF030004"|"Altri"|6|4|4
"MOTF030004"|"Maternità"|8|8|6
"MOTF030004"|"malattia"|4|7|8
"MOTF04000P"|"Altri"|4|4|4
"MOTF04000P"|"Maternità"|1|8|6
"MOTF04000P"|"malattia"|9|7|8
"MOTF080005"|"Altri"|2|4|4
"MOTF080005"|"Maternità"|0|8|6
"MOTF080005"|"malattia"|6|7|8
"MOTL010003"|"Altri"|2|4|4
"MOTL010003"|"Maternità"|5|8|6
"MOTL010003"|"malattia"|2|7|8
"MSEE002001"|"Altri"|3|4|4
"MSEE002001"|"Maternità"|6|7|6
"MSEE002001"|"malattia"|5|7|8
"MSEE00300R"|"Altri"|9|4|4
"MSEE00300R"|"Maternità"|3|7|6
"MSEE00300R"|"malattia"|6|7|8
"MSEE00500C"|"Altri"|3|4|4
"MSEE00500C"|"Maternità"|3|7|6
"MSEE00500C"|"malattia"|7|7|8
"MSEE00800X"|"Altri"|2|4|4
"MSEE00800X"|"Maternità"|5|7|6
"MSEE00800X"|"malattia"|7|7|8
"MSEE01000X"|"Altri"|6|4|4
"MSEE01000X"|"Maternità"|5|7|6
"MSEE01000X"|"malattia"|9|7|8
"MSEE014007"|"Altri"|3|4|4
"MSEE014007"|"Maternità"|5|7|6
"MSEE014007"|"malattia"|6|7|8
"MSIC80500A"|"Altri"|2|4|4
"MSIC80500A"|"Maternità"|4|7|6
"MSIC80500A"|"malattia"|6|7|8
"MSIC806006"|"Altri"|2|4|4
"MSIC806006"|"Maternità"|8|7|6
"MSIC806006"|"malattia"|4|7|8
"MSIC807002"|"Altri"|2|4|4
"MSIC807002"|"Maternità"|10|7|6
"MSIC807002"|"malattia"|8|7|8
"MSIC80800T"|"Altri"|3|4|4
"MSIC80800T"|"Maternità"|7|7|6
"MSIC80800T"|"malattia"|6|7|8
"MSIC80900N"|"Altri"|3|4|4
"MSIC80900N"|"Maternità"|0|7|6
"MSIC80900N"|"malattia"|7|7|8
"MSIC81000T"|"Altri"|2|4|4
"MSIC81000T"|"Maternità"|4|7|6
"MSIC81000T"|"malattia"|3|7|8
"MSIC81100N"|"Altri"|6|4|4
"MSIC81100N"|"Maternità"|9|7|6
"MSIC81100N"|"malattia"|3|7|8
"MSIC81200D"|"Altri"|3|4|4
"MSIC81200D"|"Maternità"|11|7|6
"MSIC81200D"|"malattia"|6|7|8
"MSIC813009"|"Altri"|3|4|4
"MSIC813009"|"Maternità"|5|7|6
"MSIC813009"|"malattia"|7|7|8
"MSIC814005"|"Altri"|5|4|4
"MSIC814005"|"Maternità"|4|7|6
"MSIC814005"|"malattia"|4|7|8
"MSIC815001"|"Altri"|2|4|4
"MSIC815001"|"Maternità"|4|7|6
"MSIC815001"|"malattia"|7|7|8
"MSIC81600R"|"Altri"|6|4|4
"MSIC81600R"|"Maternità"|9|7|6
"MSIC81600R"|"malattia"|6|7|8
"MSIC81700L"|"Altri"|3|4|4
"MSIC81700L"|"Maternità"|3|7|6
"MSIC81700L"|"malattia"|9|7|8
"MSIC81800C"|"Altri"|3|4|4
"MSIC81800C"|"Maternità"|5|7|6
"MSIC81800C"|"malattia"|5|7|8
"MSIC819008"|"Altri"|6|4|4
"MSIC819008"|"Maternità"|0|7|6
"MSIC819008"|"malattia"|6|7|8
"MSIS001007"|"Altri"|2|4|4
"MSIS001007"|"Maternità"|0|7|6
"MSIS001007"|"malattia"|7|7|8
"MSIS002003"|"Altri"|3|4|4
"MSIS002003"|"Maternità"|2|7|6
"MSIS002003"|"malattia"|7|7|8
"MSIS00600A"|"Altri"|3|4|4
"MSIS00600A"|"Maternità"|3|7|6
"MSIS00600A"|"malattia"|9|7|8
"MSIS008002"|"Altri"|3|4|4
"MSIS008002"|"Maternità"|7|7|6
"MSIS008002"|"malattia"|13|7|8
"MSIS01100T"|"Altri"|4|4|4
"MSIS01100T"|"Maternità"|1|7|6
"MSIS01100T"|"malattia"|8|7|8
"MSIS01200N"|"Altri"|3|4|4
"MSIS01200N"|"Maternità"|1|7|6
"MSIS01200N"|"malattia"|4|7|8
"MSIS014009"|"Altri"|2|4|4
"MSIS014009"|"Maternità"|6|7|6
"MSIS014009"|"malattia"|6|7|8
"MSIS01700R"|"Altri"|3|4|4
"MSIS01700R"|"Maternità"|2|7|6
"MSIS01700R"|"malattia"|5|7|8
"MSIS01800L"|"Altri"|8|4|4
"MSIS01800L"|"Maternità"|4|7|6
"MSIS01800L"|"malattia"|7|7|8
"MSMM00800V"|"Altri"|12|4|4
"MSMM00800V"|"Maternità"|7|7|6
"MSMM00800V"|"malattia"|8|7|8
"MSMM04100E"|"Altri"|7|4|4
"MSMM04100E"|"Maternità"|8|7|6
"MSMM04100E"|"malattia"|6|7|8
"MSPS01000B"|"Altri"|5|4|4
"MSPS01000B"|"Maternità"|0|7|6
"MSPS01000B"|"malattia"|4|7|8
"MSPS020002"|"Altri"|4|4|4
"MSPS020002"|"Maternità"|5|7|6
"MSPS020002"|"malattia"|5|7|8
"MSRH010005"|"Altri"|7|4|4
"MSRH010005"|"Maternità"|4|7|6
"MSRH010005"|"malattia"|6|7|8
"MTEE002004"|"Altri"|2|4|4
"MTEE002004"|"Maternità"|6|4|6
"MTEE002004"|"malattia"|14|9|8
"MTEE00300X"|"Altri"|1|4|4
"MTEE00300X"|"Maternità"|14|4|6
"MTEE00300X"|"malattia"|3|9|8
"MTEE00400Q"|"Altri"|3|4|4
"MTEE00400Q"|"Maternità"|3|4|6
"MTEE00400Q"|"malattia"|7|9|8
"MTEE00500G"|"Altri"|2|4|4
"MTEE00500G"|"Maternità"|6|4|6
"MTEE00500G"|"malattia"|6|9|8
"MTEE00600B"|"Altri"|3|4|4
"MTEE00600B"|"Maternità"|5|4|6
"MTEE00600B"|"malattia"|12|9|8
"MTEE008003"|"Altri"|3|4|4
"MTEE008003"|"Maternità"|7|4|6
"MTEE008003"|"malattia"|12|9|8
"MTEE01200P"|"Altri"|2|4|4
"MTEE01200P"|"Maternità"|3|4|6
"MTEE01200P"|"malattia"|8|9|8
"MTEE01700T"|"Altri"|6|4|4
"MTEE01700T"|"Maternità"|0|4|6
"MTEE01700T"|"malattia"|11|9|8
"MTEE01800N"|"Altri"|4|4|4
"MTEE01800N"|"Maternità"|6|4|6
"MTEE01800N"|"malattia"|16|9|8
"MTIC80300T"|"Altri"|3|4|4
"MTIC80300T"|"Maternità"|3|4|6
"MTIC80300T"|"malattia"|9|9|8
"MTIC80400N"|"Altri"|3|4|4
"MTIC80400N"|"Maternità"|1|4|6
"MTIC80400N"|"malattia"|7|9|8
"MTIC80500D"|"Altri"|4|4|4
"MTIC80500D"|"Maternità"|6|4|6
"MTIC80500D"|"malattia"|7|9|8
"MTIC806009"|"Altri"|6|4|4
"MTIC806009"|"Maternità"|0|4|6
"MTIC806009"|"malattia"|7|9|8
"MTIC807005"|"Altri"|3|4|4
"MTIC807005"|"Maternità"|10|4|6
"MTIC807005"|"malattia"|10|9|8
"MTIC808001"|"Altri"|3|4|4
"MTIC808001"|"Maternità"|2|4|6
"MTIC808001"|"malattia"|9|9|8
"MTIC80900R"|"Altri"|9|4|4
"MTIC80900R"|"Maternità"|3|4|6
"MTIC80900R"|"malattia"|7|9|8
"MTIC810001"|"Altri"|5|4|4
"MTIC810001"|"Maternità"|2|4|6
"MTIC810001"|"malattia"|18|9|8
"MTIC81100R"|"Altri"|3|4|4
"MTIC81100R"|"Maternità"|2|4|6
"MTIC81100R"|"malattia"|13|9|8
"MTIC814008"|"Altri"|3|4|4
"MTIC814008"|"Maternità"|0|4|6
"MTIC814008"|"malattia"|14|9|8
"MTIC815004"|"Altri"|4|4|4
"MTIC815004"|"Maternità"|13|4|6
"MTIC815004"|"malattia"|8|9|8
"MTIC81600X"|"Altri"|7|4|4
"MTIC81600X"|"Maternità"|14|4|6
"MTIC81600X"|"malattia"|15|9|8
"MTIC81700Q"|"Altri"|4|4|4
"MTIC81700Q"|"Maternità"|3|4|6
"MTIC81700Q"|"malattia"|12|9|8
"MTIC81800G"|"Altri"|4|4|4
"MTIC81800G"|"Maternità"|3|4|6
"MTIC81800G"|"malattia"|8|9|8
"MTIC81900B"|"Altri"|8|4|4
"MTIC81900B"|"Maternità"|1|4|6
"MTIC81900B"|"malattia"|11|9|8
"MTIC82000G"|"Altri"|4|4|4
"MTIC82000G"|"Maternità"|2|4|6
"MTIC82000G"|"malattia"|11|9|8
"MTIC82100B"|"Altri"|4|4|4
"MTIC82100B"|"Maternità"|0|4|6
"MTIC82100B"|"malattia"|12|9|8
"MTIC822007"|"Altri"|4|4|4
"MTIC822007"|"Maternità"|2|4|6
"MTIC822007"|"malattia"|11|9|8
"MTIS00100A"|"Altri"|4|4|4
"MTIS00100A"|"Maternità"|7|4|6
"MTIS00100A"|"malattia"|10|9|8
"MTIS002006"|"Altri"|5|4|4
"MTIS002006"|"Maternità"|10|4|6
"MTIS002006"|"malattia"|6|9|8
"MTIS003002"|"Altri"|2|4|4
"MTIS003002"|"Maternità"|2|4|6
"MTIS003002"|"malattia"|7|9|8
"MTIS00400T"|"Altri"|3|4|4
"MTIS00400T"|"Maternità"|20|4|6
"MTIS00400T"|"malattia"|17|9|8
"MTIS007009"|"Altri"|6|4|4
"MTIS007009"|"Maternità"|1|4|6
"MTIS007009"|"malattia"|6|9|8
"MTIS008005"|"Altri"|2|4|4
"MTIS008005"|"Maternità"|4|4|6
"MTIS008005"|"malattia"|10|9|8
"MTIS009001"|"Altri"|3|4|4
"MTIS009001"|"Maternità"|1|4|6
"MTIS009001"|"malattia"|5|9|8
"MTIS011001"|"Altri"|4|4|4
"MTIS011001"|"Maternità"|4|4|6
"MTIS011001"|"malattia"|10|9|8
"MTMM051008"|"Altri"|5|4|4
"MTMM051008"|"Maternità"|2|4|6
"MTMM051008"|"malattia"|6|9|8
"MTMM052004"|"Altri"|3|4|4
"MTMM052004"|"Maternità"|2|4|6
"MTMM052004"|"malattia"|5|9|8
"MTMM05300X"|"Altri"|5|4|4
"MTMM05300X"|"Maternità"|5|4|6
"MTMM05300X"|"malattia"|8|9|8
"MTMM08800V"|"Altri"|5|4|4
"MTMM08800V"|"Maternità"|0|4|6
"MTMM08800V"|"malattia"|13|9|8
"MTMM823014"|"Altri"|4|4|4
"MTMM823014"|"Maternità"|11|4|6
"MTMM823014"|"malattia"|9|9|8
"MTPC01000B"|"Altri"|1|4|4
"MTPC01000B"|"Maternità"|5|4|6
"MTPC01000B"|"malattia"|9|9|8
"MTPM01000G"|"Altri"|3|4|4
"MTPM01000G"|"Maternità"|1|4|6
"MTPM01000G"|"malattia"|14|9|8
"MTPS01000E"|"Altri"|7|4|4
"MTPS01000E"|"Maternità"|6|4|6
"MTPS01000E"|"malattia"|14|9|8
"MTPS020005"|"Altri"|3|4|4
"MTPS020005"|"Maternità"|4|4|6
"MTPS020005"|"malattia"|13|9|8
"MTRH010008"|"Altri"|2|4|4
"MTRH010008"|"Maternità"|1|4|6
"MTRH010008"|"malattia"|9|9|8
"MTRI02000A"|"Altri"|3|4|4
"MTRI02000A"|"Maternità"|0|4|6
"MTRI02000A"|"malattia"|8|9|8
"MTSL01000B"|"Altri"|2|4|4
"MTSL01000B"|"Maternità"|2|4|6
"MTSL01000B"|"malattia"|8|9|8
"MTTD01000A"|"Altri"|3|4|4
"MTTD01000A"|"Maternità"|4|4|6
"MTTD01000A"|"malattia"|4|9|8
"MTTD020001"|"Altri"|8|4|4
"MTTD020001"|"Maternità"|0|4|6
"MTTD020001"|"malattia"|7|9|8
"MTTD03000G"|"Altri"|5|4|4
"MTTD03000G"|"Maternità"|4|4|6
"MTTD03000G"|"malattia"|6|9|8
"MTTF01000L"|"Altri"|5|4|4
"MTTF01000L"|"Maternità"|1|4|6
"MTTF01000L"|"malattia"|8|9|8
"NAEE00300E"|"Altri"|5|4|4
"NAEE00300E"|"Maternità"|6|3|6
"NAEE00300E"|"malattia"|12|9|8
"NAEE00400A"|"Altri"|3|4|4
"NAEE00400A"|"Maternità"|7|3|6
"NAEE00400A"|"malattia"|8|9|8
"NAEE005006"|"Altri"|4|4|4
"NAEE005006"|"Maternità"|5|3|6
"NAEE005006"|"malattia"|10|9|8
"NAEE00800N"|"Altri"|8|4|4
"NAEE00800N"|"Maternità"|7|3|6
"NAEE00800N"|"malattia"|10|9|8
"NAEE01000N"|"Altri"|5|4|4
"NAEE01000N"|"Maternità"|12|3|6
"NAEE01000N"|"malattia"|12|9|8
"NAEE012009"|"Altri"|3|4|4
"NAEE012009"|"Maternità"|6|3|6
"NAEE012009"|"malattia"|8|9|8
"NAEE013005"|"Altri"|4|4|4
"NAEE013005"|"Maternità"|1|3|6
"NAEE013005"|"malattia"|11|9|8
"NAEE01600L"|"Altri"|5|4|4
"NAEE01600L"|"Maternità"|0|3|6
"NAEE01600L"|"malattia"|13|9|8
"NAEE01700C"|"Altri"|4|4|4
"NAEE01700C"|"Maternità"|5|3|6
"NAEE01700C"|"malattia"|11|9|8
"NAEE018008"|"Altri"|3|4|4
"NAEE018008"|"Maternità"|3|3|6
"NAEE018008"|"malattia"|16|9|8
"NAEE019004"|"Altri"|5|4|4
"NAEE019004"|"Maternità"|0|3|6
"NAEE019004"|"malattia"|9|9|8
"NAEE020008"|"Altri"|4|4|4
"NAEE020008"|"Maternità"|9|3|6
"NAEE020008"|"malattia"|16|9|8
"NAEE021004"|"Altri"|9|4|4
"NAEE021004"|"Maternità"|4|3|6
"NAEE021004"|"malattia"|11|9|8
"NAEE02200X"|"Altri"|5|4|4
"NAEE02200X"|"Maternità"|13|3|6
"NAEE02200X"|"malattia"|15|9|8
"NAEE02400G"|"Altri"|7|4|4
"NAEE02400G"|"Maternità"|2|3|6
"NAEE02400G"|"malattia"|9|9|8
"NAEE026007"|"Altri"|2|4|4
"NAEE026007"|"Maternità"|0|3|6
"NAEE026007"|"malattia"|2|9|8
"NAEE02800V"|"Altri"|8|4|4
"NAEE02800V"|"Maternità"|11|3|6
"NAEE02800V"|"malattia"|12|9|8
"NAEE02900P"|"Altri"|4|4|4
"NAEE02900P"|"Maternità"|3|3|6
"NAEE02900P"|"malattia"|8|9|8
"NAEE03000V"|"Altri"|6|4|4
"NAEE03000V"|"Maternità"|4|3|6
"NAEE03000V"|"malattia"|10|9|8
"NAEE03300A"|"Altri"|3|4|4
"NAEE03300A"|"Maternità"|3|3|6
"NAEE03300A"|"malattia"|8|9|8
"NAEE035002"|"Altri"|5|4|4
"NAEE035002"|"Maternità"|2|3|6
"NAEE035002"|"malattia"|8|9|8
"NAEE03600T"|"Altri"|4|4|4
"NAEE03600T"|"Maternità"|0|3|6
"NAEE03600T"|"malattia"|14|9|8
"NAEE03800D"|"Altri"|5|4|4
"NAEE03800D"|"Maternità"|3|3|6
"NAEE03800D"|"malattia"|9|9|8
"NAEE039009"|"Altri"|4|4|4
"NAEE039009"|"Maternità"|2|3|6
"NAEE039009"|"malattia"|8|9|8
"NAEE041009"|"Altri"|4|4|4
"NAEE041009"|"Maternità"|4|3|6
"NAEE041009"|"malattia"|6|9|8
"NAEE042005"|"Altri"|5|4|4
"NAEE042005"|"Maternità"|6|3|6
"NAEE042005"|"malattia"|10|9|8
"NAEE04400R"|"Altri"|5|4|4
"NAEE04400R"|"Maternità"|8|3|6
"NAEE04400R"|"malattia"|8|9|8
"NAEE04600C"|"Altri"|4|4|4
"NAEE04600C"|"Maternità"|6|3|6
"NAEE04600C"|"malattia"|13|9|8
"NAEE047008"|"Altri"|2|4|4
"NAEE047008"|"Maternità"|5|3|6
"NAEE047008"|"malattia"|8|9|8
"NAEE04900X"|"Altri"|6|4|4
"NAEE04900X"|"Maternità"|7|3|6
"NAEE04900X"|"malattia"|11|9|8
"NAEE05100X"|"Altri"|4|4|4
"NAEE05100X"|"Maternità"|5|3|6
"NAEE05100X"|"malattia"|9|9|8
"NAEE05300G"|"Altri"|6|4|4
"NAEE05300G"|"Maternità"|7|3|6
"NAEE05300G"|"malattia"|11|9|8
"NAEE05400B"|"Altri"|3|4|4
"NAEE05400B"|"Maternità"|3|3|6
"NAEE05400B"|"malattia"|7|9|8
"NAEE055007"|"Altri"|3|4|4
"NAEE055007"|"Maternità"|0|3|6
"NAEE055007"|"malattia"|5|9|8
"NAEE05800P"|"Altri"|6|4|4
"NAEE05800P"|"Maternità"|5|3|6
"NAEE05800P"|"malattia"|8|9|8
"NAEE06100E"|"Altri"|5|4|4
"NAEE06100E"|"Maternità"|2|3|6
"NAEE06100E"|"malattia"|7|9|8
"NAEE063006"|"Altri"|4|4|4
"NAEE063006"|"Maternità"|6|3|6
"NAEE063006"|"malattia"|8|9|8
"NAEE064002"|"Altri"|6|4|4
"NAEE064002"|"Maternità"|9|3|6
"NAEE064002"|"malattia"|7|9|8
"NAEE068009"|"Altri"|4|4|4
"NAEE068009"|"Maternità"|5|3|6
"NAEE068009"|"malattia"|12|9|8
"NAEE069005"|"Altri"|5|4|4
"NAEE069005"|"Maternità"|11|3|6
"NAEE069005"|"malattia"|21|9|8
"NAEE070009"|"Altri"|4|4|4
"NAEE070009"|"Maternità"|1|3|6
"NAEE070009"|"malattia"|10|9|8
"NAEE071005"|"Altri"|4|4|4
"NAEE071005"|"Maternità"|17|3|6
"NAEE071005"|"malattia"|8|9|8
"NAEE072001"|"Altri"|4|4|4
"NAEE072001"|"Maternità"|11|3|6
"NAEE072001"|"malattia"|11|9|8
"NAEE07300R"|"Altri"|3|4|4
"NAEE07300R"|"Maternità"|14|3|6
"NAEE07300R"|"malattia"|12|9|8
"NAEE076008"|"Altri"|3|4|4
"NAEE076008"|"Maternità"|2|3|6
"NAEE076008"|"malattia"|6|9|8
"NAEE077004"|"Altri"|5|4|4
"NAEE077004"|"Maternità"|9|3|6
"NAEE077004"|"malattia"|16|9|8
"NAEE07800X"|"Altri"|6|4|4
"NAEE07800X"|"Maternità"|1|3|6
"NAEE07800X"|"malattia"|15|9|8
"NAEE08300B"|"Altri"|7|4|4
"NAEE08300B"|"Maternità"|3|3|6
"NAEE08300B"|"malattia"|7|9|8
"NAEE084007"|"Altri"|6|4|4
"NAEE084007"|"Maternità"|6|3|6
"NAEE084007"|"malattia"|11|9|8
"NAEE085003"|"Altri"|4|4|4
"NAEE085003"|"Maternità"|14|3|6
"NAEE085003"|"malattia"|13|9|8
"NAEE08700P"|"Altri"|7|4|4
"NAEE08700P"|"Maternità"|9|3|6
"NAEE08700P"|"malattia"|7|9|8
"NAEE09000E"|"Altri"|3|4|4
"NAEE09000E"|"Maternità"|1|3|6
"NAEE09000E"|"malattia"|7|9|8
"NAEE09100A"|"Altri"|4|4|4
"NAEE09100A"|"Maternità"|1|3|6
"NAEE09100A"|"malattia"|8|9|8
"NAEE10100Q"|"Altri"|5|4|4
"NAEE10100Q"|"Maternità"|6|3|6
"NAEE10100Q"|"malattia"|9|9|8
"NAEE10200G"|"Altri"|5|4|4
"NAEE10200G"|"Maternità"|5|3|6
"NAEE10200G"|"malattia"|14|9|8
"NAEE10300B"|"Altri"|6|4|4
"NAEE10300B"|"Maternità"|8|3|6
"NAEE10300B"|"malattia"|8|9|8
"NAEE104007"|"Altri"|5|4|4
"NAEE104007"|"Maternità"|5|3|6
"NAEE104007"|"malattia"|12|9|8
"NAEE105003"|"Altri"|6|4|4
"NAEE105003"|"Maternità"|5|3|6
"NAEE105003"|"malattia"|15|9|8
"NAEE10600V"|"Altri"|10|4|4
"NAEE10600V"|"Maternità"|3|3|6
"NAEE10600V"|"malattia"|7|9|8
"NAEE10700P"|"Altri"|6|4|4
"NAEE10700P"|"Maternità"|4|3|6
"NAEE10700P"|"malattia"|8|9|8
"NAEE10800E"|"Altri"|4|4|4
"NAEE10800E"|"Maternità"|1|3|6
"NAEE10800E"|"malattia"|9|9|8
"NAEE10900A"|"Altri"|5|4|4
"NAEE10900A"|"Maternità"|6|3|6
"NAEE10900A"|"malattia"|6|9|8
"NAEE11000E"|"Altri"|5|4|4
"NAEE11000E"|"Maternità"|1|3|6
"NAEE11000E"|"malattia"|8|9|8
"NAEE11100A"|"Altri"|5|4|4
"NAEE11100A"|"Maternità"|1|3|6
"NAEE11100A"|"malattia"|7|9|8
"NAEE112006"|"Altri"|3|4|4
"NAEE112006"|"Maternità"|6|3|6
"NAEE112006"|"malattia"|11|9|8
"NAEE113002"|"Altri"|6|4|4
"NAEE113002"|"Maternità"|7|3|6
"NAEE113002"|"malattia"|20|9|8
"NAEE11400T"|"Altri"|2|4|4
"NAEE11400T"|"Maternità"|4|3|6
"NAEE11400T"|"malattia"|8|9|8
"NAEE11500N"|"Altri"|4|4|4
"NAEE11500N"|"Maternità"|8|3|6
"NAEE11500N"|"malattia"|7|9|8
"NAEE11600D"|"Altri"|6|4|4
"NAEE11600D"|"Maternità"|9|3|6
"NAEE11600D"|"malattia"|13|9|8
"NAEE118005"|"Altri"|3|4|4
"NAEE118005"|"Maternità"|2|3|6
"NAEE118005"|"malattia"|5|9|8
"NAEE119001"|"Altri"|6|4|4
"NAEE119001"|"Maternità"|8|3|6
"NAEE119001"|"malattia"|12|9|8
"NAEE121001"|"Altri"|4|4|4
"NAEE121001"|"Maternità"|10|3|6
"NAEE121001"|"malattia"|8|9|8
"NAEE12300L"|"Altri"|3|4|4
"NAEE12300L"|"Maternità"|3|3|6
"NAEE12300L"|"malattia"|10|9|8
"NAEE12400C"|"Altri"|3|4|4
"NAEE12400C"|"Maternità"|6|3|6
"NAEE12400C"|"malattia"|10|9|8
"NAEE125008"|"Altri"|4|4|4
"NAEE125008"|"Maternità"|0|3|6
"NAEE125008"|"malattia"|16|9|8
"NAEE126004"|"Altri"|3|4|4
"NAEE126004"|"Maternità"|0|3|6
"NAEE126004"|"malattia"|7|9|8
