codscu|area_didattica|immatricolati
"PESL00801A"|"ECONOMICO-STATISTICA"|"4.8"
"PESL00801A"|"EDUCAZIONE FISICA"|"4.8"
"PESL00801A"|"LETTERARIA"|"28.6"
"PESL00801A"|"LINGUISTICA"|"19"
"PESL00801A"|"ARCHITETTURA"|"42.9"
"PETA001014"|"INGEGNERIA"|"33.3"
"PETA001014"|"ECONOMICO-STATISTICA"|"66.7"
"PETA00201X"|"GEO-BIOLOGICA"|"9.1"
"PETA00201X"|"CHIMICO-FARMACEUTICA"|"18.2"
"PETA00201X"|"PSICOLOGICA"|"9.1"
"PETA00201X"|"LINGUISTICA"|"18.2"
"PETA00201X"|"MEDICA"|"9.1"
"PETA00201X"|"ARCHITETTURA"|"9.1"
"PETA00201X"|"AGRARIO"|"27.3"
"PETD003016"|"ECONOMICO-STATISTICA"|"46.4"
"PETD003016"|"POLITICO-SOCIALE"|"10.7"
"PETD003016"|"PSICOLOGICA"|"3.6"
"PETD003016"|"GIURIDICA"|"17.9"
"PETD003016"|"LINGUISTICA"|"14.3"
"PETD003016"|"ARCHITETTURA"|"3.6"
"PETD003016"|"INSEGNAMENTO"|"3.6"
"PETD010008"|"INGEGNERIA"|"9.3"
"PETD010008"|"ECONOMICO-STATISTICA"|"44.4"
"PETD010008"|"SCIENTIFICA"|"1.9"
"PETD010008"|"POLITICO-SOCIALE"|"1.9"
"PETD010008"|"GEO-BIOLOGICA"|"1.9"
"PETD010008"|"LETTERARIA"|"1.9"
"PETD010008"|"PSICOLOGICA"|"1.9"
"PETD010008"|"GIURIDICA"|"13"
"PETD010008"|"LINGUISTICA"|"3.7"
"PETD010008"|"ARCHITETTURA"|"20.4"
"PETD03000D"|"INGEGNERIA"|"13.8"
"PETD03000D"|"ECONOMICO-STATISTICA"|"41.4"
"PETD03000D"|"EDUCAZIONE FISICA"|"3.4"
"PETD03000D"|"LETTERARIA"|"10.3"
"PETD03000D"|"PSICOLOGICA"|"3.4"
"PETD03000D"|"GIURIDICA"|"20.7"
"PETD03000D"|"LINGUISTICA"|"6.9"
"PETF00301C"|"INGEGNERIA"|"25"
"PETF00301C"|"LINGUISTICA"|"50"
"PETF00301C"|"AGRARIO"|"25"
"PETF00601X"|"INGEGNERIA"|"30.8"
"PETF00601X"|"ECONOMICO-STATISTICA"|"12.3"
"PETF00601X"|"SCIENTIFICA"|"10.8"
"PETF00601X"|"GEO-BIOLOGICA"|"9.2"
"PETF00601X"|"CHIMICO-FARMACEUTICA"|"9.2"
"PETF00601X"|"EDUCAZIONE FISICA"|"4.6"
"PETF00601X"|"LETTERARIA"|"3.1"
"PETF00601X"|"PSICOLOGICA"|"1.5"
"PETF00601X"|"GIURIDICA"|"4.6"
"PETF00601X"|"LINGUISTICA"|"1.5"
"PETF00601X"|"MEDICA"|"6.2"
"PETF00601X"|"ARCHITETTURA"|"3.1"
"PETF00601X"|"AGRARIO"|"3.1"
"PGPC001016"|"INGEGNERIA"|"4.9"
"PGPC001016"|"ECONOMICO-STATISTICA"|"4.9"
"PGPC001016"|"POLITICO-SOCIALE"|"7.3"
"PGPC001016"|"GEO-BIOLOGICA"|"11"
"PGPC001016"|"CHIMICO-FARMACEUTICA"|"9.8"
"PGPC001016"|"EDUCAZIONE FISICA"|"1.2"
"PGPC001016"|"LETTERARIA"|"13.4"
"PGPC001016"|"PSICOLOGICA"|"4.9"
"PGPC001016"|"GIURIDICA"|"22"
"PGPC001016"|"LINGUISTICA"|"1.2"
"PGPC001016"|"MEDICA"|"7.3"
"PGPC001016"|"ARCHITETTURA"|"6.1"
"PGPC001016"|"AGRARIO"|"1.2"
"PGPC001016"|"INSEGNAMENTO"|"4.9"
"PGPC01000X"|"INGEGNERIA"|"3.8"
"PGPC01000X"|"ECONOMICO-STATISTICA"|"13.7"
"PGPC01000X"|"SCIENTIFICA"|".5"
"PGPC01000X"|"POLITICO-SOCIALE"|"9.9"
"PGPC01000X"|"GEO-BIOLOGICA"|"12.1"
"PGPC01000X"|"CHIMICO-FARMACEUTICA"|"6"
"PGPC01000X"|"EDUCAZIONE FISICA"|"1.6"
"PGPC01000X"|"LETTERARIA"|"12.1"
"PGPC01000X"|"PSICOLOGICA"|"5.5"
"PGPC01000X"|"GIURIDICA"|"21.4"
"PGPC01000X"|"LINGUISTICA"|"2.2"
"PGPC01000X"|"MEDICA"|"5.5"
"PGPC01000X"|"ARCHITETTURA"|"1.1"
"PGPC01000X"|"AGRARIO"|"3.3"
"PGPC01000X"|"INSEGNAMENTO"|"1.1"
"PGPC01801G"|"ECONOMICO-STATISTICA"|"25"
"PGPC01801G"|"GEO-BIOLOGICA"|"12.5"
"PGPC01801G"|"CHIMICO-FARMACEUTICA"|"25"
"PGPC01801G"|"LETTERARIA"|"12.5"
"PGPC01801G"|"GIURIDICA"|"12.5"
"PGPC01801G"|"MEDICA"|"12.5"
"PGPC02401V"|"INGEGNERIA"|"9.4"
"PGPC02401V"|"ECONOMICO-STATISTICA"|"12.9"
"PGPC02401V"|"SCIENTIFICA"|"3.6"
"PGPC02401V"|"POLITICO-SOCIALE"|"12.2"
"PGPC02401V"|"GEO-BIOLOGICA"|"10.1"
"PGPC02401V"|"CHIMICO-FARMACEUTICA"|"4.3"
"PGPC02401V"|"EDUCAZIONE FISICA"|"1.4"
"PGPC02401V"|"LETTERARIA"|"6.5"
"PGPC02401V"|"PSICOLOGICA"|"3.6"
"PGPC02401V"|"GIURIDICA"|"10.1"
"PGPC02401V"|"LINGUISTICA"|"3.6"
"PGPC02401V"|"MEDICA"|"4.3"
"PGPC02401V"|"ARCHITETTURA"|"5.8"
"PGPC02401V"|"AGRARIO"|"1.4"
"PGPC02401V"|"INSEGNAMENTO"|"10.8"
"PGPC02601E"|"INGEGNERIA"|"2.6"
"PGPC02601E"|"ECONOMICO-STATISTICA"|"9.2"
"PGPC02601E"|"SCIENTIFICA"|"1.3"
"PGPC02601E"|"POLITICO-SOCIALE"|"27.6"
"PGPC02601E"|"GEO-BIOLOGICA"|"10.5"
"PGPC02601E"|"CHIMICO-FARMACEUTICA"|"3.9"
"PGPC02601E"|"EDUCAZIONE FISICA"|"1.3"
"PGPC02601E"|"LETTERARIA"|"9.2"
"PGPC02601E"|"PSICOLOGICA"|"2.6"
"PGPC02601E"|"GIURIDICA"|"13.2"
"PGPC02601E"|"LINGUISTICA"|"7.9"
"PGPC02601E"|"MEDICA"|"1.3"
"PGPC02601E"|"ARCHITETTURA"|"2.6"
"PGPC02601E"|"AGRARIO"|"2.6"
"PGPC02601E"|"INSEGNAMENTO"|"3.9"
"PGPC04000Q"|"INGEGNERIA"|"6.3"
"PGPC04000Q"|"ECONOMICO-STATISTICA"|"9.4"
"PGPC04000Q"|"SCIENTIFICA"|"7.3"
"PGPC04000Q"|"POLITICO-SOCIALE"|"9.4"
"PGPC04000Q"|"GEO-BIOLOGICA"|"5.2"
"PGPC04000Q"|"CHIMICO-FARMACEUTICA"|"11.5"
"PGPC04000Q"|"EDUCAZIONE FISICA"|"6.3"
"PGPC04000Q"|"LETTERARIA"|"6.3"
"PGPC04000Q"|"PSICOLOGICA"|"5.2"
"PGPC04000Q"|"GIURIDICA"|"12.5"
"PGPC04000Q"|"LINGUISTICA"|"5.2"
"PGPC04000Q"|"MEDICA"|"2.1"
"PGPC04000Q"|"ARCHITETTURA"|"4.2"
"PGPC04000Q"|"AGRARIO"|"3.1"
"PGPC04000Q"|"INSEGNAMENTO"|"6.3"
"PGPC05000A"|"INGEGNERIA"|"2.2"
"PGPC05000A"|"ECONOMICO-STATISTICA"|"8.7"
"PGPC05000A"|"SCIENTIFICA"|"2.2"
"PGPC05000A"|"POLITICO-SOCIALE"|"10.9"
"PGPC05000A"|"GEO-BIOLOGICA"|"13"
"PGPC05000A"|"CHIMICO-FARMACEUTICA"|"10.9"
"PGPC05000A"|"EDUCAZIONE FISICA"|"2.2"
"PGPC05000A"|"LETTERARIA"|"8.7"
"PGPC05000A"|"PSICOLOGICA"|"2.2"
"PGPC05000A"|"GIURIDICA"|"28.3"
"PGPC05000A"|"LINGUISTICA"|"2.2"
"PGPC05000A"|"MEDICA"|"6.5"
"PGPC05000A"|"INSEGNAMENTO"|"2.2"
"PGPC07000G"|"INGEGNERIA"|"2.8"
"PGPC07000G"|"ECONOMICO-STATISTICA"|"9.9"
"PGPC07000G"|"SCIENTIFICA"|"1.4"
"PGPC07000G"|"POLITICO-SOCIALE"|"18.3"
"PGPC07000G"|"GEO-BIOLOGICA"|"15.5"
"PGPC07000G"|"CHIMICO-FARMACEUTICA"|"4.2"
"PGPC07000G"|"EDUCAZIONE FISICA"|"1.4"
"PGPC07000G"|"LETTERARIA"|"9.9"
"PGPC07000G"|"PSICOLOGICA"|"5.6"
"PGPC07000G"|"GIURIDICA"|"8.5"
"PGPC07000G"|"LINGUISTICA"|"4.2"
"PGPC07000G"|"MEDICA"|"7"
"PGPC07000G"|"ARCHITETTURA"|"5.6"
"PGPC07000G"|"INSEGNAMENTO"|"5.6"
"PGPM00101A"|"ECONOMICO-STATISTICA"|"3"
"PGPM00101A"|"SCIENTIFICA"|"6.1"
"PGPM00101A"|"POLITICO-SOCIALE"|"21.2"
"PGPM00101A"|"GEO-BIOLOGICA"|"6.1"
"PGPM00101A"|"CHIMICO-FARMACEUTICA"|"12.1"
"PGPM00101A"|"LETTERARIA"|"6.1"
"PGPM00101A"|"PSICOLOGICA"|"9.1"
"PGPM00101A"|"GIURIDICA"|"9.1"
"PGPM00101A"|"LINGUISTICA"|"3"
"PGPM00101A"|"MEDICA"|"3"
"PGPM00101A"|"AGRARIO"|"3"
"PGPM00101A"|"INSEGNAMENTO"|"18.2"
"PGPM010004"|"INGEGNERIA"|"1.7"
"PGPM010004"|"ECONOMICO-STATISTICA"|"5"
"PGPM010004"|"SCIENTIFICA"|"1.7"
"PGPM010004"|"POLITICO-SOCIALE"|"15.8"
"PGPM010004"|"GEO-BIOLOGICA"|"13.3"
"PGPM010004"|"CHIMICO-FARMACEUTICA"|"3.3"
"PGPM010004"|"EDUCAZIONE FISICA"|"4.2"
"PGPM010004"|"LETTERARIA"|"13.3"
"PGPM010004"|"PSICOLOGICA"|"8.3"
"PGPM010004"|"GIURIDICA"|"4.2"
"PGPM010004"|"LINGUISTICA"|"4.2"
"PGPM010004"|"MEDICA"|"7.5"
"PGPM010004"|"ARCHITETTURA"|"1.7"
"PGPM010004"|"AGRARIO"|"6.7"
"PGPM010004"|"INSEGNAMENTO"|"9.2"
"PGPM08000A"|"SCIENTIFICA"|"33.3"
"PGPM08000A"|"POLITICO-SOCIALE"|"33.3"
"PGPM08000A"|"EDUCAZIONE FISICA"|"33.3"
"PGPS002015"|"INGEGNERIA"|"17.1"
"PGPS002015"|"ECONOMICO-STATISTICA"|"8.6"
"PGPS002015"|"SCIENTIFICA"|"8.6"
"PGPS002015"|"POLITICO-SOCIALE"|"8.6"
"PGPS002015"|"GEO-BIOLOGICA"|"8.6"
"PGPS002015"|"CHIMICO-FARMACEUTICA"|"11.4"
"PGPS002015"|"EDUCAZIONE FISICA"|"8.6"
"PGPS002015"|"LETTERARIA"|"8.6"
"PGPS002015"|"PSICOLOGICA"|"2.9"
"PGPS002015"|"LINGUISTICA"|"2.9"
"PGPS002015"|"MEDICA"|"11.4"
"PGPS002015"|"ARCHITETTURA"|"2.9"
"PGPS003011"|"INGEGNERIA"|"13.8"
"PGPS003011"|"ECONOMICO-STATISTICA"|"20"
"PGPS003011"|"SCIENTIFICA"|"7.7"
"PGPS003011"|"POLITICO-SOCIALE"|"10.8"
"PGPS003011"|"GEO-BIOLOGICA"|"3.1"
"PGPS003011"|"CHIMICO-FARMACEUTICA"|"10.8"
"PGPS003011"|"EDUCAZIONE FISICA"|"6.2"
"PGPS003011"|"LETTERARIA"|"4.6"
"PGPS003011"|"PSICOLOGICA"|"3.1"
"PGPS003011"|"GIURIDICA"|"4.6"
"PGPS003011"|"LINGUISTICA"|"1.5"
"PGPS003011"|"MEDICA"|"4.6"
"PGPS003011"|"ARCHITETTURA"|"4.6"
"PGPS003011"|"AGRARIO"|"1.5"
"PGPS003011"|"INSEGNAMENTO"|"1.5"
"PGPS003011"|"DIFESA E SICUREZZA"|"1.5"
"PGPS00401R"|"INGEGNERIA"|"19.5"
"PGPS00401R"|"ECONOMICO-STATISTICA"|"13"
"PGPS00401R"|"SCIENTIFICA"|"3.9"
"PGPS00401R"|"POLITICO-SOCIALE"|"5.2"
"PGPS00401R"|"GEO-BIOLOGICA"|"13"
"PGPS00401R"|"CHIMICO-FARMACEUTICA"|"5.2"
"PGPS00401R"|"EDUCAZIONE FISICA"|"5.2"
"PGPS00401R"|"LETTERARIA"|"5.2"
"PGPS00401R"|"PSICOLOGICA"|"5.2"
"PGPS00401R"|"GIURIDICA"|"3.9"
"PGPS00401R"|"LINGUISTICA"|"7.8"
"PGPS00401R"|"MEDICA"|"2.6"
"PGPS00401R"|"ARCHITETTURA"|"2.6"
"PGPS00401R"|"AGRARIO"|"5.2"
"PGPS00401R"|"INSEGNAMENTO"|"2.6"
"PGPS010003"|"INGEGNERIA"|"21.1"
"PGPS010003"|"ECONOMICO-STATISTICA"|"18.4"
"PGPS010003"|"SCIENTIFICA"|"3.9"
"PGPS010003"|"POLITICO-SOCIALE"|"5.3"
"PGPS010003"|"GEO-BIOLOGICA"|"10.5"
"PGPS010003"|"CHIMICO-FARMACEUTICA"|"5.3"
"PGPS010003"|"PSICOLOGICA"|"5.3"
"PGPS010003"|"GIURIDICA"|"5.3"
"PGPS010003"|"LINGUISTICA"|"2.6"
"PGPS010003"|"MEDICA"|"5.3"
"PGPS010003"|"ARCHITETTURA"|"10.5"
"PGPS010003"|"AGRARIO"|"2.6"
"PGPS010003"|"INSEGNAMENTO"|"3.9"
"PGPS01401B"|"INGEGNERIA"|"9.3"
"PGPS01401B"|"ECONOMICO-STATISTICA"|"18.5"
"PGPS01401B"|"SCIENTIFICA"|"1.9"
"PGPS01401B"|"POLITICO-SOCIALE"|"9.3"
"PGPS01401B"|"GEO-BIOLOGICA"|"20.4"
"PGPS01401B"|"CHIMICO-FARMACEUTICA"|"5.6"
"PGPS01401B"|"EDUCAZIONE FISICA"|"1.9"
"PGPS01401B"|"LETTERARIA"|"1.9"
"PGPS01401B"|"PSICOLOGICA"|"7.4"
"PGPS01401B"|"GIURIDICA"|"3.7"
"PGPS01401B"|"LINGUISTICA"|"5.6"
"PGPS01401B"|"MEDICA"|"7.4"
"PGPS01401B"|"ARCHITETTURA"|"3.7"
"PGPS01401B"|"AGRARIO"|"3.7"
"PGPS02000N"|"INGEGNERIA"|"17.9"
"PGPS02000N"|"ECONOMICO-STATISTICA"|"11.5"
"PGPS02000N"|"SCIENTIFICA"|"10.9"
"PGPS02000N"|"POLITICO-SOCIALE"|"7.7"
"PGPS02000N"|"GEO-BIOLOGICA"|"12.2"
"PGPS02000N"|"CHIMICO-FARMACEUTICA"|"9.6"
"PGPS02000N"|"EDUCAZIONE FISICA"|"1.3"
"PGPS02000N"|"LETTERARIA"|"3.2"
"PGPS02000N"|"PSICOLOGICA"|"5.1"
"PGPS02000N"|"GIURIDICA"|"6.4"
"PGPS02000N"|"LINGUISTICA"|"2.6"
"PGPS02000N"|"MEDICA"|"5.8"
"PGPS02000N"|"ARCHITETTURA"|"3.8"
"PGPS02000N"|"AGRARIO"|"1.9"
"PGPS02001P"|"INGEGNERIA"|"18.2"
"PGPS02001P"|"ECONOMICO-STATISTICA"|"18.2"
"PGPS02001P"|"SCIENTIFICA"|"18.2"
"PGPS02001P"|"GEO-BIOLOGICA"|"18.2"
"PGPS02001P"|"LETTERARIA"|"9.1"
"PGPS02001P"|"PSICOLOGICA"|"9.1"
"PGPS02001P"|"AGRARIO"|"9.1"
"PGPS030008"|"INGEGNERIA"|"22.2"
"PGPS030008"|"ECONOMICO-STATISTICA"|"11.1"
"PGPS030008"|"SCIENTIFICA"|"7.6"
"PGPS030008"|"POLITICO-SOCIALE"|"3"
"PGPS030008"|"GEO-BIOLOGICA"|"15.2"
"PGPS030008"|"CHIMICO-FARMACEUTICA"|"5.6"
"PGPS030008"|"EDUCAZIONE FISICA"|"1"
"PGPS030008"|"LETTERARIA"|"4"
"PGPS030008"|"PSICOLOGICA"|"2.5"
"PGPS030008"|"GIURIDICA"|"5.1"
"PGPS030008"|"LINGUISTICA"|"2"
"PGPS030008"|"MEDICA"|"5.1"
"PGPS030008"|"ARCHITETTURA"|"9.6"
"PGPS030008"|"AGRARIO"|"5.6"
"PGPS030008"|"INSEGNAMENTO"|".5"
"PGPS05000D"|"INGEGNERIA"|"17.5"
"PGPS05000D"|"ECONOMICO-STATISTICA"|"12.7"
"PGPS05000D"|"SCIENTIFICA"|"4.8"
"PGPS05000D"|"POLITICO-SOCIALE"|"4.8"
"PGPS05000D"|"GEO-BIOLOGICA"|"22.2"
"PGPS05000D"|"CHIMICO-FARMACEUTICA"|"7.9"
"PGPS05000D"|"LETTERARIA"|"1.6"
"PGPS05000D"|"PSICOLOGICA"|"1.6"
"PGPS05000D"|"GIURIDICA"|"11.1"
"PGPS05000D"|"LINGUISTICA"|"3.2"
"PGPS05000D"|"MEDICA"|"3.2"
"PGPS05000D"|"ARCHITETTURA"|"3.2"
"PGPS05000D"|"AGRARIO"|"4.8"
"PGPS05000D"|"DIFESA E SICUREZZA"|"1.6"
"PGPS09000X"|"INGEGNERIA"|"15.6"
"PGPS09000X"|"ECONOMICO-STATISTICA"|"15.6"
"PGPS09000X"|"SCIENTIFICA"|"7.5"
"PGPS09000X"|"POLITICO-SOCIALE"|"2.8"
"PGPS09000X"|"GEO-BIOLOGICA"|"14.6"
"PGPS09000X"|"CHIMICO-FARMACEUTICA"|"6.1"
"PGPS09000X"|"EDUCAZIONE FISICA"|".5"
"PGPS09000X"|"LETTERARIA"|"1.9"
"PGPS09000X"|"PSICOLOGICA"|"2.8"
"PGPS09000X"|"GIURIDICA"|"7.5"
"PGPS09000X"|"LINGUISTICA"|"2.4"
"PGPS09000X"|"MEDICA"|"10.8"
"PGPS09000X"|"ARCHITETTURA"|"6.1"
"PGPS09000X"|"AGRARIO"|"3.8"
"PGPS09000X"|"INSEGNAMENTO"|"1.9"
"PGRA02801V"|"ECONOMICO-STATISTICA"|"50"
"PGRA02801V"|"AGRARIO"|"50"
"PGRC00201N"|"ECONOMICO-STATISTICA"|"50"
"PGRC00201N"|"POLITICO-SOCIALE"|"25"
"PGRC00201N"|"LETTERARIA"|"25"
"PGRC00301D"|"POLITICO-SOCIALE"|"50"
"PGRC00301D"|"LETTERARIA"|"25"
"PGRC00301D"|"PSICOLOGICA"|"25"
"PGRC004019"|"SCIENTIFICA"|"100"
"PGRC01401X"|"ECONOMICO-STATISTICA"|"25"
"PGRC01401X"|"EDUCAZIONE FISICA"|"25"
"PGRC01401X"|"INSEGNAMENTO"|"50"
"PGRC01601G"|"LINGUISTICA"|"100"
"PGRC02301P"|"ECONOMICO-STATISTICA"|"58.8"
"PGRC02301P"|"SCIENTIFICA"|"5.9"
"PGRC02301P"|"POLITICO-SOCIALE"|"11.8"
"PGRC02301P"|"LETTERARIA"|"11.8"
"PGRC02301P"|"GIURIDICA"|"5.9"
"PGRC02301P"|"LINGUISTICA"|"5.9"
"PGRH01000R"|"ECONOMICO-STATISTICA"|"42.9"
"PGRH01000R"|"LETTERARIA"|"14.3"
"PGRH01000R"|"GIURIDICA"|"14.3"
"PGRH01000R"|"AGRARIO"|"28.6"
"PGRH02000B"|"INGEGNERIA"|"14.3"
"PGRH02000B"|"ECONOMICO-STATISTICA"|"42.9"
"PGRH02000B"|"AGRARIO"|"42.9"
"PGRH028013"|"ECONOMICO-STATISTICA"|"33.3"
"PGRH028013"|"LETTERARIA"|"33.3"
"PGRH028013"|"LINGUISTICA"|"33.3"
"PGRI011015"|"SCIENTIFICA"|"100"
"PGRI01301R"|"SCIENTIFICA"|"50"
"PGRI01301R"|"GIURIDICA"|"50"
"PGRI016018"|"EDUCAZIONE FISICA"|"100"
"PGRI017014"|"ECONOMICO-STATISTICA"|"16.7"
"PGRI017014"|"GEO-BIOLOGICA"|"66.7"
"PGRI017014"|"PSICOLOGICA"|"16.7"
"PGRI02801E"|"EDUCAZIONE FISICA"|"100"
"PGRI110005"|"INGEGNERIA"|"9.1"
"PGRI110005"|"SCIENTIFICA"|"27.3"
"PGRI110005"|"POLITICO-SOCIALE"|"18.2"
"PGRI110005"|"GEO-BIOLOGICA"|"18.2"
"PGRI110005"|"EDUCAZIONE FISICA"|"18.2"
"PGRI110005"|"MEDICA"|"9.1"
"PGSD01000D"|"POLITICO-SOCIALE"|"20"
"PGSD01000D"|"LETTERARIA"|"40"
"PGSD01000D"|"AGRARIO"|"20"
"PGSD01000D"|"INSEGNAMENTO"|"20"
"PGSD02401C"|"POLITICO-SOCIALE"|"50"
"PGSD02401C"|"AGRARIO"|"50"
"PGSD026025"|"GEO-BIOLOGICA"|"50"
"PGSD026025"|"LETTERARIA"|"33.3"
"PGSD026025"|"INSEGNAMENTO"|"16.7"
"PGSD03000P"|"INGEGNERIA"|"5"
"PGSD03000P"|"ECONOMICO-STATISTICA"|"5"
"PGSD03000P"|"POLITICO-SOCIALE"|"30"
"PGSD03000P"|"GEO-BIOLOGICA"|"5"
"PGSD03000P"|"CHIMICO-FARMACEUTICA"|"5"
"PGSD03000P"|"EDUCAZIONE FISICA"|"5"
"PGSD03000P"|"GIURIDICA"|"5"
"PGSD03000P"|"LINGUISTICA"|"5"
"PGSD03000P"|"MEDICA"|"5"
"PGSD03000P"|"ARCHITETTURA"|"10"
"PGSD03000P"|"INSEGNAMENTO"|"20"
"PGTA011019"|"INGEGNERIA"|"25"
"PGTA011019"|"ECONOMICO-STATISTICA"|"8.3"
"PGTA011019"|"POLITICO-SOCIALE"|"8.3"
"PGTA011019"|"AGRARIO"|"58.3"
"PGTA020003"|"POLITICO-SOCIALE"|"66.7"
"PGTA020003"|"AGRARIO"|"33.3"
"PGTD01000V"|"ECONOMICO-STATISTICA"|"51.3"
"PGTD01000V"|"SCIENTIFICA"|"5.1"
"PGTD01000V"|"POLITICO-SOCIALE"|"30.8"
"PGTD01000V"|"GEO-BIOLOGICA"|"5.1"
"PGTD01000V"|"LETTERARIA"|"2.6"
"PGTD01000V"|"GIURIDICA"|"2.6"
"PGTD01000V"|"MEDICA"|"2.6"
"PGTD01101Q"|"INGEGNERIA"|"8.3"
"PGTD01101Q"|"ECONOMICO-STATISTICA"|"41.7"
"PGTD01101Q"|"POLITICO-SOCIALE"|"16.7"
"PGTD01101Q"|"EDUCAZIONE FISICA"|"4.2"
"PGTD01101Q"|"PSICOLOGICA"|"4.2"
"PGTD01101Q"|"GIURIDICA"|"12.5"
"PGTD01101Q"|"LINGUISTICA"|"4.2"
"PGTD01101Q"|"MEDICA"|"4.2"
"PGTD01101Q"|"ARCHITETTURA"|"4.2"
"PGTD01201G"|"ECONOMICO-STATISTICA"|"16.7"
"PGTD01201G"|"SCIENTIFICA"|"16.7"
"PGTD01201G"|"LETTERARIA"|"16.7"
"PGTD01201G"|"GIURIDICA"|"33.3"
"PGTD01201G"|"INSEGNAMENTO"|"16.7"
"PGTD01301B"|"POLITICO-SOCIALE"|"80"
"PGTD01301B"|"AGRARIO"|"20"
"PGTD01801E"|"INGEGNERIA"|"7.1"
"PGTD01801E"|"ECONOMICO-STATISTICA"|"28.6"
"PGTD01801E"|"POLITICO-SOCIALE"|"14.3"
"PGTD01801E"|"GEO-BIOLOGICA"|"7.1"
"PGTD01801E"|"EDUCAZIONE FISICA"|"14.3"
"PGTD01801E"|"MEDICA"|"21.4"
"PGTD01801E"|"ARCHITETTURA"|"7.1"
"PGTD02000D"|"INGEGNERIA"|"12.5"
"PGTD02000D"|"ECONOMICO-STATISTICA"|"12.5"
"PGTD02000D"|"SCIENTIFICA"|"12.5"
"PGTD02000D"|"POLITICO-SOCIALE"|"18.8"
"PGTD02000D"|"GEO-BIOLOGICA"|"6.3"
"PGTD02000D"|"LETTERARIA"|"18.8"
"PGTD02000D"|"PSICOLOGICA"|"6.3"
"PGTD02000D"|"GIURIDICA"|"12.5"
"PGTD027019"|"INGEGNERIA"|"43.5"
"PGTD027019"|"SCIENTIFICA"|"13"
"PGTD027019"|"CHIMICO-FARMACEUTICA"|"4.3"
"PGTD027019"|"GIURIDICA"|"8.7"
"PGTD027019"|"MEDICA"|"4.3"
"PGTD027019"|"ARCHITETTURA"|"17.4"
"PGTD027019"|"AGRARIO"|"8.7"
"PGTD050009"|"INGEGNERIA"|"4.5"
"PGTD050009"|"ECONOMICO-STATISTICA"|"31.8"
"PGTD050009"|"SCIENTIFICA"|"13.6"
"PGTD050009"|"POLITICO-SOCIALE"|"4.5"
"PGTD050009"|"GEO-BIOLOGICA"|"4.5"
"PGTD050009"|"LETTERARIA"|"4.5"
"PGTD050009"|"GIURIDICA"|"9.1"
"PGTD050009"|"ARCHITETTURA"|"18.2"
"PGTD050009"|"AGRARIO"|"9.1"
"PGTD05001A"|"ECONOMICO-STATISTICA"|"66.7"
"PGTD05001A"|"POLITICO-SOCIALE"|"16.7"
"PGTD05001A"|"EDUCAZIONE FISICA"|"16.7"
"PGTD11000Q"|"INGEGNERIA"|"5.9"
"PGTD11000Q"|"ECONOMICO-STATISTICA"|"47.1"
"PGTD11000Q"|"SCIENTIFICA"|"5.9"
"PGTD11000Q"|"POLITICO-SOCIALE"|"9.8"
"PGTD11000Q"|"GEO-BIOLOGICA"|"2"
"PGTD11000Q"|"EDUCAZIONE FISICA"|"3.9"
"PGTD11000Q"|"LETTERARIA"|"2"
"PGTD11000Q"|"GIURIDICA"|"11.8"
"PGTD11000Q"|"LINGUISTICA"|"2"
"PGTD11000Q"|"MEDICA"|"3.9"
"PGTD11000Q"|"AGRARIO"|"2"
"PGTD11000Q"|"INSEGNAMENTO"|"3.9"
"PGTD12000A"|"ECONOMICO-STATISTICA"|"50"
"PGTD12000A"|"SCIENTIFICA"|"25"
"PGTD12000A"|"GIURIDICA"|"25"
"PGTE01000A"|"INGEGNERIA"|"8.4"
"PGTE01000A"|"ECONOMICO-STATISTICA"|"11.2"
"PGTE01000A"|"SCIENTIFICA"|"6.5"
"PGTE01000A"|"POLITICO-SOCIALE"|"7.5"
"PGTE01000A"|"GEO-BIOLOGICA"|"27.1"
"PGTE01000A"|"CHIMICO-FARMACEUTICA"|"5.6"
"PGTE01000A"|"EDUCAZIONE FISICA"|"1.9"
"PGTE01000A"|"LETTERARIA"|".9"
"PGTE01000A"|"PSICOLOGICA"|"2.8"
"PGTE01000A"|"GIURIDICA"|"2.8"
"PGTE01000A"|"LINGUISTICA"|"2.8"
"PGTE01000A"|"MEDICA"|"9.3"
"PGTE01000A"|"ARCHITETTURA"|".9"
"PGTE01000A"|"AGRARIO"|"11.2"
"PGTE01000A"|"INSEGNAMENTO"|".9"
"PGTF008016"|"INGEGNERIA"|"60"
"PGTF008016"|"ECONOMICO-STATISTICA"|"20"
"PGTF008016"|"CHIMICO-FARMACEUTICA"|"20"
"PGTF010005"|"INGEGNERIA"|"32.4"
"PGTF010005"|"ECONOMICO-STATISTICA"|"23.5"
"PGTF010005"|"SCIENTIFICA"|"14.7"
"PGTF010005"|"POLITICO-SOCIALE"|"2.9"
"PGTF010005"|"GEO-BIOLOGICA"|"8.8"
"PGTF010005"|"CHIMICO-FARMACEUTICA"|"11.8"
"PGTF010005"|"PSICOLOGICA"|"2.9"
"PGTF010005"|"AGRARIO"|"2.9"
"PGTF016015"|"SCIENTIFICA"|"50"
"PGTF016015"|"MEDICA"|"50"
"PGTF040001"|"INGEGNERIA"|"26.9"
"PGTF040001"|"ECONOMICO-STATISTICA"|"15.4"
"PGTF040001"|"SCIENTIFICA"|"3.8"
